code,description,service
25545,Optx ulnar shft fx int fixj,Surgery
25560,Cltx rdl&uln shft fx wo mnpj,Surgery
25565,Cltx rdl&uln shft fx w/mnpj,Surgery
25574,Optx rdl&uln shft fx rds/uln,Surgery
25575,Optx rdl&uln shft fx rds&uln,Surgery
25600,Cltx dst rdl fx/ephys sep wo,Surgery
25605,Cltx dst rdl fx/ephys sep w/,Surgery
25606,Perq skel fixj dstl rdl fx,Surgery
25607,Optx dst rd xartc fx/epi sep,Surgery
25608,Optx dst rd xart fx/epi sep2,Surgery
25609,Optx dst rd xart fx/ep sep3+,Surgery
25622,Cltx carpl scphd fx w/o mnpj,Surgery
25624,Cltx carpl scphd fx w/mnpj,Surgery
25628,Optx carpl scphd fx int fixj,Surgery
25630,Cltx carpl fx w/o mnpj ea b1,Surgery
25635,Cltx carpl fx w/mnpj ea b1,Surgery
25645,Optx crpl fx oth/thn scph ea,Surgery
25650,Cltx ulnar styloid fracture,Surgery
25651,Perq skel fix ulnar styld fx,Surgery
25652,Optx ulnar styloid fracture,Surgery
25660,Cltx rdcrpl/ntrcrpl dislc 1+,Surgery
25670,Optx rdcrpl/ntrcrpl dislc 1+,Surgery
25671,Perq skel fix rad/uln dislc,Surgery
25675,Cltx dstl rad/uln dislc mnpj,Surgery
25676,Optx rad/uln dislc aqt/chrnc,Surgery
25680,Cltx trns-scphprlnr fx mnpj,Surgery
25685,Optx trns-scphprlnr fx dislc,Surgery
25690,Cltx lunate dislc w/mnpj,Surgery
25695,Optx lunate dislocation,Surgery
25800,Arthrd wrist complete wo grf,Surgery
25805,Arthrd wrist w/sliding graft,Surgery
25810,Arthrd wrst iliac/oth agrft,Surgery
25820,Arthrd wrist lmtd w/o b1 grf,Surgery
25825,Arthrd wrist with autograft,Surgery
25830,Arthrd dst rad/ul jt sgm rsc,Surgery
25900,Amputation of forearm,Surgery
25905,Amputation of forearm,Surgery
25907,Amputation follow-up surgery,Surgery
25909,Amputation follow-up surgery,Surgery
25915,Amputation of forearm,Surgery
25920,Amputate hand at wrist,Surgery
25922,Amputate hand at wrist,Surgery
25924,Amputation follow-up surgery,Surgery
25927,Amputation of hand,Surgery
25929,Amputation follow-up surgery,Surgery
25931,Amputation follow-up surgery,Surgery
25999,Unlisted px forearm/wrist,Surgery
26010,Drainage of finger abscess,Surgery
26011,Drainage of finger abscess,Surgery
26020,Drain hand tendon sheath,Surgery
26025,Drainage of palm bursa,Surgery
26030,Drainage of palm bursas,Surgery
26034,Treat hand bone lesion,Surgery
26035,Decompress fingers/hand,Surgery
26037,Decompress fingers/hand,Surgery
26040,Release palm contracture,Surgery
26045,Release palm contracture,Surgery
26055,Incise finger tendon sheath,Surgery
26060,Incision of finger tendon,Surgery
26070,Explore/treat hand joint,Surgery
26075,Explore/treat finger joint,Surgery
26080,Explore/treat finger joint,Surgery
26100,Biopsy hand joint lining,Surgery
26105,Biopsy finger joint lining,Surgery
26110,Biopsy finger joint lining,Surgery
26111,Exc hand les sc 1.5 cm/>,Surgery
26113,Exc hand tum deep 1.5 cm/>,Surgery
26115,Exc hand les sc < 1.5 cm,Surgery
26116,Exc hand tum deep < 1.5 cm,Surgery
26117,Rad resect hand tumor < 3 cm,Surgery
26118,Rad resect hand tumor 3 cm/>,Surgery
26121,Release palm contracture,Surgery
26123,Release palm contracture,Surgery
26125,Release palm contracture,Surgery
26130,Remove wrist joint lining,Surgery
26135,Revise finger joint each,Surgery
26140,Revise finger joint each,Surgery
26145,Tendon excision palm/finger,Surgery
26160,Remove tendon sheath lesion,Surgery
26170,Removal of palm tendon each,Surgery
26180,Removal of finger tendon,Surgery
26185,Remove finger bone,Surgery
26200,Remove hand bone lesion,Surgery
26205,Remove/graft bone lesion,Surgery
26210,Removal of finger lesion,Surgery
26215,Remove/graft finger lesion,Surgery
26230,Partial removal of hand bone,Surgery
26235,Partial removal finger bone,Surgery
26236,Partial removal finger bone,Surgery
26250,Extensive hand surgery,Surgery
26260,Resect prox finger tumor,Surgery
26262,Resect distal finger tumor,Surgery
26320,Removal of implant from hand,Surgery
26340,Manipulate finger w/anesth,Surgery
26341,Manipulat palm cord post inj,Surgery
26350,Repair finger/hand tendon,Surgery
26352,Repair/graft hand tendon,Surgery
26356,Repair finger/hand tendon,Surgery
26357,Repair finger/hand tendon,Surgery
26358,Repair/graft hand tendon,Surgery
26370,Repair finger/hand tendon,Surgery
26372,Repair/graft hand tendon,Surgery
26373,Repair finger/hand tendon,Surgery
26390,Revise hand/finger tendon,Surgery
26392,Repair/graft hand tendon,Surgery
26410,Repair hand tendon,Surgery
26412,Repair/graft hand tendon,Surgery
26415,Excision hand/finger tendon,Surgery
26416,Graft hand or finger tendon,Surgery
26418,Repair finger tendon,Surgery
26420,Repair/graft finger tendon,Surgery
26426,Repair finger/hand tendon,Surgery
26428,Repair/graft finger tendon,Surgery
26432,Repair finger tendon,Surgery
26433,Repair finger tendon,Surgery
26434,Repair/graft finger tendon,Surgery
26437,Realignment of tendons,Surgery
26440,Release palm/finger tendon,Surgery
26442,Release palm & finger tendon,Surgery
26445,Release hand/finger tendon,Surgery
26449,Release forearm/hand tendon,Surgery
26450,Incision of palm tendon,Surgery
26455,Incision of finger tendon,Surgery
26460,Incise hand/finger tendon,Surgery
26471,Fusion of finger tendons,Surgery
26474,Fusion of finger tendons,Surgery
26476,Tendon lengthening,Surgery
26477,Tendon shortening,Surgery
26478,Lengthening of hand tendon,Surgery
26479,Shortening of hand tendon,Surgery
26480,Transplant hand tendon,Surgery
26483,Transplant/graft hand tendon,Surgery
26485,Transplant palm tendon,Surgery
26489,Transplant/graft palm tendon,Surgery
26490,Revise thumb tendon,Surgery
26492,Tendon transfer with graft,Surgery
26494,Hand tendon/muscle transfer,Surgery
26496,Revise thumb tendon,Surgery
26497,Finger tendon transfer,Surgery
26498,Finger tendon transfer,Surgery
26499,Revision of finger,Surgery
26500,Hand tendon reconstruction,Surgery
26502,Hand tendon reconstruction,Surgery
26508,Release thumb contracture,Surgery
26510,Thumb tendon transfer,Surgery
26516,Fusion of knuckle joint,Surgery
26517,Fusion of knuckle joints,Surgery
26518,Fusion of knuckle joints,Surgery
26520,Release knuckle contracture,Surgery
26525,Release finger contracture,Surgery
26530,Revise knuckle joint,Surgery
26531,Revise knuckle with implant,Surgery
26535,Revise finger joint,Surgery
26536,Revise/implant finger joint,Surgery
26540,Repair hand joint,Surgery
26541,Repair hand joint with graft,Surgery
26542,Repair hand joint with graft,Surgery
26545,Reconstruct finger joint,Surgery
26546,Repair nonunion hand,Surgery
26548,Reconstruct finger joint,Surgery
26550,Pollicization digit,Surgery
26551,Great toe-hand transfer,Surgery
26553,Single transfer toe-hand,Surgery
26554,Double transfer toe-hand,Surgery
26555,Positional change of finger,Surgery
26556,Toe joint transfer,Surgery
26560,Repair of web finger,Surgery
26561,Repair of web finger,Surgery
26562,Repair of web finger,Surgery
26565,Correct metacarpal flaw,Surgery
26567,Correct finger deformity,Surgery
26568,Lengthen metacarpal/finger,Surgery
26580,Repair cleft hand,Surgery
26587,Reconstruct extra finger,Surgery
26590,Repair finger deformity,Surgery
26591,Repair muscles of hand,Surgery
26593,Release muscles of hand,Surgery
26596,Excision constricting tissue,Surgery
26600,Treat metacarpal fracture,Surgery
26605,Treat metacarpal fracture,Surgery
26607,Treat metacarpal fracture,Surgery
26608,Treat metacarpal fracture,Surgery
26615,Treat metacarpal fracture,Surgery
26641,Treat thumb dislocation,Surgery
26645,Treat thumb fracture,Surgery
26650,Treat thumb fracture,Surgery
26665,Treat thumb fracture,Surgery
26670,Treat hand dislocation,Surgery
26675,Treat hand dislocation,Surgery
26676,Pin hand dislocation,Surgery
26685,Treat hand dislocation,Surgery
26686,Treat hand dislocation,Surgery
26700,Treat knuckle dislocation,Surgery
26705,Treat knuckle dislocation,Surgery
26706,Pin knuckle dislocation,Surgery
26715,Treat knuckle dislocation,Surgery
26720,Treat finger fracture each,Surgery
26725,Treat finger fracture each,Surgery
26727,Treat finger fracture each,Surgery
26735,Treat finger fracture each,Surgery
26740,Treat finger fracture each,Surgery
26742,Treat finger fracture each,Surgery
26746,Treat finger fracture each,Surgery
26750,Treat finger fracture each,Surgery
26755,Treat finger fracture each,Surgery
26756,Pin finger fracture each,Surgery
26765,Treat finger fracture each,Surgery
26770,Treat finger dislocation,Surgery
26775,Treat finger dislocation,Surgery
26776,Pin finger dislocation,Surgery
26785,Treat finger dislocation,Surgery
26820,Thumb fusion with graft,Surgery
26841,Fusion of thumb,Surgery
26842,Thumb fusion with graft,Surgery
26843,Fusion of hand joint,Surgery
26844,Fusion/graft of hand joint,Surgery
26850,Fusion of knuckle,Surgery
26852,Fusion of knuckle with graft,Surgery
26860,Fusion of finger joint,Surgery
26861,Fusion of finger jnt add-on,Surgery
26862,Fusion/graft of finger joint,Surgery
26863,Fuse/graft added joint,Surgery
26910,Amputate metacarpal bone,Surgery
26951,Amputation of finger/thumb,Surgery
26952,Amputation of finger/thumb,Surgery
26989,Unlisted px hands/fingers,Surgery
26990,Drainage of pelvis lesion,Surgery
26991,Drainage of pelvis bursa,Surgery
26992,Drainage of bone lesion,Surgery
27000,Incision of hip tendon,Surgery
27001,Incision of hip tendon,Surgery
27003,Incision of hip tendon,Surgery
27005,Incision of hip tendon,Surgery
27006,Incision of hip tendons,Surgery
27025,Incision of hip/thigh fascia,Surgery
27027,Buttock fasciotomy,Surgery
27030,Drainage of hip joint,Surgery
27033,Exploration of hip joint,Surgery
27035,Denervation of hip joint,Surgery
27036,Excision of hip joint/muscle,Surgery
27040,Biopsy of soft tissues,Surgery
27041,Biopsy of soft tissues,Surgery
27043,Exc hip pelvis les sc 3 cm/>,Surgery
27045,Exc hip/pelv tum deep 5 cm/>,Surgery
27047,Exc hip/pelvis les sc < 3 cm,Surgery
27048,Exc hip/pelv tum deep < 5 cm,Surgery
27049,Resect hip/pelv tum < 5 cm,Surgery
27050,Biopsy of sacroiliac joint,Surgery
27052,Biopsy of hip joint,Surgery
27054,Removal of hip joint lining,Surgery
27057,Buttock fasciotomy w/dbrdmt,Surgery
27059,Resect hip/pelv tum 5 cm/>,Surgery
27060,Removal of ischial bursa,Surgery
27062,Remove femur lesion/bursa,Surgery
27065,Remove hip bone les super,Surgery
27066,Remove hip bone les deep,Surgery
27067,Remove/graft hip bone lesion,Surgery
27070,Part remove hip bone super,Surgery
27071,Part removal hip bone deep,Surgery
27075,Resect hip tumor,Surgery
27076,Resect hip tum incl acetabul,Surgery
27077,Resect hip tum w/innom bone,Surgery
27078,Rsect hip tum incl femur,Surgery
27080,Removal of tail bone,Surgery
27086,Remove hip foreign body,Surgery
27087,Remove hip foreign body,Surgery
27090,Removal of hip prosthesis,Surgery
27091,Removal of hip prosthesis,Surgery
27093,Injection for hip x-ray,Surgery
27095,Injection for hip x-ray,Surgery
27096,Inject sacroiliac joint,Surgery
27097,Revision of hip tendon,Surgery
27098,Transfer tendon to pelvis,Surgery
27100,Transfer of abdominal muscle,Surgery
27105,Transfer of spinal muscle,Surgery
27110,Transfer of iliopsoas muscle,Surgery
27111,Transfer of iliopsoas muscle,Surgery
27120,Reconstruction of hip socket,Surgery
27122,Reconstruction of hip socket,Surgery
27125,Partial hip replacement,Surgery
27130,Total hip arthroplasty,Surgery
27132,Total hip arthroplasty,Surgery
27134,Revise hip joint replacement,Surgery
27137,Revise hip joint replacement,Surgery
27138,Revise hip joint replacement,Surgery
27140,Transplant femur ridge,Surgery
27146,Incision of hip bone,Surgery
27147,Revision of hip bone,Surgery
27151,Incision of hip bones,Surgery
27156,Revision of hip bones,Surgery
27158,Revision of pelvis,Surgery
27161,Incision of neck of femur,Surgery
27165,Incision/fixation of femur,Surgery
27170,Repair/graft femur head/neck,Surgery
27175,Treat slipped epiphysis,Surgery
27176,Treat slipped epiphysis,Surgery
27177,Treat slipped epiphysis,Surgery
27178,Treat slipped epiphysis,Surgery
27179,Revise head/neck of femur,Surgery
27181,Treat slipped epiphysis,Surgery
27185,Revision of femur epiphysis,Surgery
27187,Reinforce hip bones,Surgery
27197,Clsd tx pelvic ring fx,Surgery
27198,Clsd tx pelvic ring fx,Surgery
27200,Treat tail bone fracture,Surgery
27202,Treat tail bone fracture,Surgery
27215,Treat pelvic fracture(s),Surgery
27216,Treat pelvic ring fracture,Surgery
27217,Treat pelvic ring fracture,Surgery
27218,Treat pelvic ring fracture,Surgery
27220,Treat hip socket fracture,Surgery
27222,Treat hip socket fracture,Surgery
27226,Treat hip wall fracture,Surgery
27227,Treat hip fracture(s),Surgery
27228,Treat hip fracture(s),Surgery
27230,Treat thigh fracture,Surgery
27232,Treat thigh fracture,Surgery
27235,Treat thigh fracture,Surgery
27236,Treat thigh fracture,Surgery
27238,Treat thigh fracture,Surgery
27240,Treat thigh fracture,Surgery
27244,Treat thigh fracture,Surgery
27245,Treat thigh fracture,Surgery
27246,Treat thigh fracture,Surgery
27248,Treat thigh fracture,Surgery
27250,Treat hip dislocation,Surgery
27252,Treat hip dislocation,Surgery
27253,Treat hip dislocation,Surgery
27254,Treat hip dislocation,Surgery
27256,Treat hip dislocation,Surgery
27257,Treat hip dislocation,Surgery
27258,Treat hip dislocation,Surgery
27259,Treat hip dislocation,Surgery
27265,Treat hip dislocation,Surgery
27266,Treat hip dislocation,Surgery
27267,Cltx thigh fx,Surgery
27268,Cltx thigh fx w/mnpj,Surgery
27269,Optx thigh fx,Surgery
27275,Manipulation of hip joint,Surgery
27278,Arthrd si jt prq wo tfxj dev,Surgery
27279,Arthrd si jt perq/min nvas,Surgery
27280,Arthr si jt opn b1grf instrm,Surgery
27282,Arthrodesis symphysis pubis,Surgery
27284,Arthrodesis hip joint,Surgery
27286,Arthrd hip jt sbtrchc osteot,Surgery
27290,Amputation of leg at hip,Surgery
27295,Amputation of leg at hip,Surgery
27299,Unlisted px pelvis/hip joint,Surgery
27301,Drain thigh/knee lesion,Surgery
27303,Drainage of bone lesion,Surgery
27305,Incise thigh tendon & fascia,Surgery
27306,Incision of thigh tendon,Surgery
27307,Incision of thigh tendons,Surgery
27310,Exploration of knee joint,Surgery
27323,Biopsy thigh soft tissues,Surgery
27324,Biopsy thigh soft tissues,Surgery
27325,Neurectomy hamstring,Surgery
27326,Neurectomy popliteal,Surgery
27327,Exc thigh/knee les sc < 3 cm,Surgery
27328,Exc thigh/knee tum deep <5cm,Surgery
27329,Resect thigh/knee tum < 5 cm,Surgery
27330,Biopsy knee joint lining,Surgery
27331,Explore/treat knee joint,Surgery
27332,Removal of knee cartilage,Surgery
27333,Removal of knee cartilage,Surgery
27334,Remove knee joint lining,Surgery
27335,Remove knee joint lining,Surgery
27337,Exc thigh/knee les sc 3 cm/>,Surgery
27339,Exc thigh/knee tum dep 5cm/>,Surgery
27340,Removal of kneecap bursa,Surgery
27345,Removal of knee cyst,Surgery
27347,Remove knee cyst,Surgery
27350,Removal of kneecap,Surgery
27355,Remove femur lesion,Surgery
27356,Remove femur lesion/graft,Surgery
27357,Remove femur lesion/graft,Surgery
27358,Remove femur lesion/fixation,Surgery
27360,Partial removal leg bone(s),Surgery
27364,Resect thigh/knee tum 5 cm/>,Surgery
27365,Resect femur/knee tumor,Surgery
27369,Njx cntrst kne arthg/ct/mri,Surgery
27372,Removal of foreign body,Surgery
27380,Repair of kneecap tendon,Surgery
27381,Repair/graft kneecap tendon,Surgery
27385,Repair of thigh muscle,Surgery
27386,Repair/graft of thigh muscle,Surgery
27390,Incision of thigh tendon,Surgery
27391,Incision of thigh tendons,Surgery
27392,Incision of thigh tendons,Surgery
27393,Lengthening of thigh tendon,Surgery
27394,Lengthening of thigh tendons,Surgery
27395,Lengthening of thigh tendons,Surgery
27396,Transplant of thigh tendon,Surgery
27397,Transplants of thigh tendons,Surgery
27400,Revise thigh muscles/tendons,Surgery
27403,Repair of knee cartilage,Surgery
27405,Repair of knee ligament,Surgery
27407,Repair of knee ligament,Surgery
27409,Repair of knee ligaments,Surgery
27412,Autochondrocyte implant knee,Surgery
27415,Osteochondral knee allograft,Surgery
27416,Osteochondral knee autograft,Surgery
27418,Repair degenerated kneecap,Surgery
27420,Revision of unstable kneecap,Surgery
27422,Revision of unstable kneecap,Surgery
27424,Revision/removal of kneecap,Surgery
27425,Lat retinacular release open,Surgery
27427,Reconstruction knee,Surgery
27428,Reconstruction knee,Surgery
27429,Reconstruction knee,Surgery
27430,Revision of thigh muscles,Surgery
27435,Incision of knee joint,Surgery
27437,Revise kneecap,Surgery
27438,Revise kneecap with implant,Surgery
27440,Revision of knee joint,Surgery
27441,Revision of knee joint,Surgery
27442,Revision of knee joint,Surgery
27443,Revision of knee joint,Surgery
27445,Revision of knee joint,Surgery
27446,Revision of knee joint,Surgery
27447,Total knee arthroplasty,Surgery
27448,Incision of thigh,Surgery
27450,Incision of thigh,Surgery
27454,Realignment of thigh bone,Surgery
27455,Realignment of knee,Surgery
27457,Realignment of knee,Surgery
27465,Shortening of thigh bone,Surgery
27466,Lengthening of thigh bone,Surgery
27468,Shorten/lengthen thighs,Surgery
27470,Repair of thigh,Surgery
27472,Repair/graft of thigh,Surgery
27475,Surgery to stop leg growth,Surgery
27477,Surgery to stop leg growth,Surgery
27479,Surgery to stop leg growth,Surgery
27485,Surgery to stop leg growth,Surgery
27486,Revise/replace knee joint,Surgery
27487,Revise/replace knee joint,Surgery
27488,Removal of knee prosthesis,Surgery
27495,Reinforce thigh,Surgery
27496,Decompression of thigh/knee,Surgery
27497,Decompression of thigh/knee,Surgery
27498,Decompression of thigh/knee,Surgery
27499,Decompression of thigh/knee,Surgery
27500,Treatment of thigh fracture,Surgery
27501,Treatment of thigh fracture,Surgery
27502,Treatment of thigh fracture,Surgery
27503,Treatment of thigh fracture,Surgery
27506,Treatment of thigh fracture,Surgery
27507,Treatment of thigh fracture,Surgery
27508,Treatment of thigh fracture,Surgery
27509,Treatment of thigh fracture,Surgery
27510,Treatment of thigh fracture,Surgery
27511,Treatment of thigh fracture,Surgery
27513,Treatment of thigh fracture,Surgery
27514,Treatment of thigh fracture,Surgery
27516,Treat thigh fx growth plate,Surgery
27517,Treat thigh fx growth plate,Surgery
27519,Treat thigh fx growth plate,Surgery
27520,Treat kneecap fracture,Surgery
27524,Treat kneecap fracture,Surgery
27530,Treat knee fracture,Surgery
27532,Treat knee fracture,Surgery
27535,Treat knee fracture,Surgery
27536,Treat knee fracture,Surgery
27538,Treat knee fracture(s),Surgery
27540,Treat knee fracture,Surgery
27550,Treat knee dislocation,Surgery
27552,Treat knee dislocation,Surgery
27556,Treat knee dislocation,Surgery
27557,Treat knee dislocation,Surgery
27558,Treat knee dislocation,Surgery
27560,Treat kneecap dislocation,Surgery
27562,Treat kneecap dislocation,Surgery
27566,Treat kneecap dislocation,Surgery
27570,Fixation of knee joint,Surgery
27580,Fusion of knee,Surgery
27590,Amputate leg at thigh,Surgery
27591,Amputate leg at thigh,Surgery
27592,Amputate leg at thigh,Surgery
27594,Amputation follow-up surgery,Surgery
27596,Amputation follow-up surgery,Surgery
27598,Amputate lower leg at knee,Surgery
27599,Unlisted px femur/knee,Surgery
27600,Decompression of lower leg,Surgery
27601,Decompression of lower leg,Surgery
27602,Decompression of lower leg,Surgery
27603,Drain lower leg lesion,Surgery
27604,Drain lower leg bursa,Surgery
27605,Incision of achilles tendon,Surgery
27606,Incision of achilles tendon,Surgery
27607,Treat lower leg bone lesion,Surgery
27610,Explore/treat ankle joint,Surgery
27612,Exploration of ankle joint,Surgery
27613,Biopsy lower leg soft tissue,Surgery
27614,Biopsy lower leg soft tissue,Surgery
27615,Resect leg/ankle tum < 5 cm,Surgery
27616,Resect leg/ankle tum 5 cm/>,Surgery
27618,Exc leg/ankle tum < 3 cm,Surgery
27619,Exc leg/ankle tum deep <5 cm,Surgery
27620,Explore/treat ankle joint,Surgery
27625,Remove ankle joint lining,Surgery
27626,Remove ankle joint lining,Surgery
27630,Removal of tendon lesion,Surgery
27632,Exc leg/ankle les sc 3 cm/>,Surgery
27634,Exc leg/ankle tum dep 5 cm/>,Surgery
27635,Remove lower leg bone lesion,Surgery
27637,Remove/graft leg bone lesion,Surgery
27638,Remove/graft leg bone lesion,Surgery
27640,Partial removal of tibia,Surgery
27641,Partial removal of fibula,Surgery
27645,Resect tibia tumor,Surgery
27646,Resect fibula tumor,Surgery
27647,Resect talus/calcaneus tum,Surgery
27648,Injection for ankle x-ray,Surgery
27650,Repair achilles tendon,Surgery
27652,Repair/graft achilles tendon,Surgery
27654,Repair of achilles tendon,Surgery
27656,Repair leg fascia defect,Surgery
27658,Repair of leg tendon each,Surgery
27659,Repair of leg tendon each,Surgery
27664,Repair of leg tendon each,Surgery
27665,Repair of leg tendon each,Surgery
27675,Repair lower leg tendons,Surgery
27676,Repair lower leg tendons,Surgery
27680,Release of lower leg tendon,Surgery
27681,Release of lower leg tendons,Surgery
27685,Revision of lower leg tendon,Surgery
27686,Revise lower leg tendons,Surgery
27687,Revision of calf tendon,Surgery
27690,Revise lower leg tendon,Surgery
27691,Revise lower leg tendon,Surgery
27692,Revise additional leg tendon,Surgery
27695,Repair of ankle ligament,Surgery
27696,Repair of ankle ligaments,Surgery
27698,Repair of ankle ligament,Surgery
27700,Revision of ankle joint,Surgery
27702,Reconstruct ankle joint,Surgery
27703,Reconstruction ankle joint,Surgery
27704,Removal of ankle implant,Surgery
27705,Osteotomy tibia,Surgery
27707,Osteotomy fibula,Surgery
27709,Osteotomy tibia & fibula,Surgery
27712,Osteot mlt relignmt imed rod,Surgery
27715,Ostpl tibfib lngth/shrt,Surgery
27720,Repair of tibia,Surgery
27722,Repair/graft of tibia,Surgery
27724,Repair/graft of tibia,Surgery
27725,Repair of lower leg,Surgery
27726,Repair fibula nonunion,Surgery
27727,Repair of lower leg,Surgery
27730,Repair of tibia epiphysis,Surgery
27732,Repair of fibula epiphysis,Surgery
27734,Repair lower leg epiphyses,Surgery
27740,Repair of leg epiphyses,Surgery
27742,Repair of leg epiphyses,Surgery
27745,Reinforce tibia,Surgery
27750,Treatment of tibia fracture,Surgery
27752,Treatment of tibia fracture,Surgery
27756,Treatment of tibia fracture,Surgery
27758,Treatment of tibia fracture,Surgery
27759,Treatment of tibia fracture,Surgery
27760,Cltx medial ankle fx,Surgery
27762,Cltx med ankle fx w/mnpj,Surgery
27766,Optx medial ankle fx,Surgery
27767,Cltx post ankle fx,Surgery
27768,Cltx post ankle fx w/mnpj,Surgery
27769,Optx post ankle fx,Surgery
27780,Treatment of fibula fracture,Surgery
27781,Treatment of fibula fracture,Surgery
27784,Treatment of fibula fracture,Surgery
27786,Treatment of ankle fracture,Surgery
27788,Treatment of ankle fracture,Surgery
27792,Treatment of ankle fracture,Surgery
27808,Treatment of ankle fracture,Surgery
27810,Treatment of ankle fracture,Surgery
27814,Treatment of ankle fracture,Surgery
27816,Treatment of ankle fracture,Surgery
27818,Treatment of ankle fracture,Surgery
27822,Treatment of ankle fracture,Surgery
27823,Treatment of ankle fracture,Surgery
27824,Treat lower leg fracture,Surgery
27825,Treat lower leg fracture,Surgery
27826,Treat lower leg fracture,Surgery
27827,Treat lower leg fracture,Surgery
27828,Treat lower leg fracture,Surgery
27829,Treat lower leg joint,Surgery
27830,Treat lower leg dislocation,Surgery
27831,Treat lower leg dislocation,Surgery
27832,Treat lower leg dislocation,Surgery
27840,Treat ankle dislocation,Surgery
27842,Treat ankle dislocation,Surgery
27846,Treat ankle dislocation,Surgery
27848,Treat ankle dislocation,Surgery
27860,Fixation of ankle joint,Surgery
27870,Fusion of ankle joint open,Surgery
27871,Fusion of tibiofibular joint,Surgery
27880,Amputation of lower leg,Surgery
27881,Amputation of lower leg,Surgery
27882,Amputation of lower leg,Surgery
27884,Amputation follow-up surgery,Surgery
27886,Amputation follow-up surgery,Surgery
27888,Amputation of foot at ankle,Surgery
27889,Ankle disarticulation,Surgery
27892,Decompression of leg,Surgery
27893,Decompression of leg,Surgery
27894,Decompression of leg,Surgery
27899,Unlisted px leg/ankle,Surgery
28001,Drainage of bursa of foot,Surgery
28002,Treatment of foot infection,Surgery
28003,Treatment of foot infection,Surgery
28005,Treat foot bone lesion,Surgery
28008,Incision of foot fascia,Surgery
28010,Incision of toe tendon,Surgery
28011,Incision of toe tendons,Surgery
28020,Exploration of foot joint,Surgery
28022,Exploration of foot joint,Surgery
28024,Exploration of toe joint,Surgery
28035,Decompression of tibia nerve,Surgery
28039,Exc foot/toe tum sc 1.5 cm/>,Surgery
28041,Exc foot/toe tum dep 1.5cm/>,Surgery
28043,Exc foot/toe tum sc < 1.5 cm,Surgery
28045,Exc foot/toe tum deep <1.5cm,Surgery
28046,Resect foot/toe tumor < 3 cm,Surgery
28047,Resect foot/toe tumor 3 cm/>,Surgery
28050,Biopsy of foot joint lining,Surgery
28052,Biopsy of foot joint lining,Surgery
28054,Biopsy of toe joint lining,Surgery
28055,Neurectomy foot,Surgery
28060,Partial removal foot fascia,Surgery
28062,Removal of foot fascia,Surgery
28070,Removal of foot joint lining,Surgery
28072,Removal of foot joint lining,Surgery
28080,Removal of foot lesion,Surgery
28086,Excise foot tendon sheath,Surgery
28088,Excise foot tendon sheath,Surgery
28090,Removal of foot lesion,Surgery
28092,Removal of toe lesions,Surgery
28100,Removal of ankle/heel lesion,Surgery
28102,Remove/graft foot lesion,Surgery
28103,Remove/graft foot lesion,Surgery
28104,Removal of foot lesion,Surgery
28106,Remove/graft foot lesion,Surgery
28107,Remove/graft foot lesion,Surgery
28108,Removal of toe lesions,Surgery
28110,Part removal of metatarsal,Surgery
28111,Part removal of metatarsal,Surgery
28112,Part removal of metatarsal,Surgery
28113,Part removal of metatarsal,Surgery
28114,Removal of metatarsal heads,Surgery
28116,Revision of foot,Surgery
28118,Removal of heel bone,Surgery
28119,Removal of heel spur,Surgery
28120,Part removal of ankle/heel,Surgery
28122,Partial removal of foot bone,Surgery
28124,Partial removal of toe,Surgery
28126,Partial removal of toe,Surgery
28130,Removal of ankle bone,Surgery
28140,Removal of metatarsal,Surgery
28150,Removal of toe,Surgery
28153,Partial removal of toe,Surgery
28160,Partial removal of toe,Surgery
28171,Resect tarsal tumor,Surgery
28173,Resect metatarsal tumor,Surgery
28175,Resect phalanx of toe tumor,Surgery
28190,Removal of foot foreign body,Surgery
28192,Removal of foot foreign body,Surgery
28193,Removal of foot foreign body,Surgery
28200,Repair of foot tendon,Surgery
28202,Repair/graft of foot tendon,Surgery
28208,Repair of foot tendon,Surgery
28210,Repair/graft of foot tendon,Surgery
28220,Release of foot tendon,Surgery
28222,Release of foot tendons,Surgery
28225,Release of foot tendon,Surgery
28226,Release of foot tendons,Surgery
28230,Incision of foot tendon(s),Surgery
28232,Incision of toe tendon,Surgery
28234,Incision of foot tendon,Surgery
28238,Revision of foot tendon,Surgery
28240,Release of big toe,Surgery
28250,Revision of foot fascia,Surgery
28260,Release of midfoot joint,Surgery
28261,Revision of foot tendon,Surgery
28262,Revision of foot and ankle,Surgery
28264,Release of midfoot joint,Surgery
28270,Release of foot contracture,Surgery
28272,Release of toe joint each,Surgery
28280,Fusion of toes,Surgery
28285,Repair of hammertoe,Surgery
28286,Repair of hammertoe,Surgery
28288,Partial removal of foot bone,Surgery
28289,Corrj halux rigdus w/o implt,Surgery
28291,Corrj halux rigdus w/implt,Surgery
28292,Cor hlx vlgs rsc prx phlx bs,Surgery
28295,Cor hlx vlgs prx mtar osteot,Surgery
28296,Cor hlx vlgs dstl mtar osteo,Surgery
28297,Cor hlx vlgs jt arthrd,Surgery
28298,Cor hlx vlgs prx phlx osteot,Surgery
28299,Cor hlx vlgs double osteot,Surgery
28300,Incision of heel bone,Surgery
28302,Incision of ankle bone,Surgery
28304,Incision of midfoot bones,Surgery
28305,Incise/graft midfoot bones,Surgery
28306,Incision of metatarsal,Surgery
28307,Incision of metatarsal,Surgery
