code,description,service
83001,"003High frequency chest wall oscillation system; with full anterior and/or",
83002,"004posterior thoracic region receiving simultaneous external oscillation; includ",
83003,"004all accessories and supplies; each",
84001,"003Oscillatory positive expiratory pressure device; non-electric; any type; each",
85001,"003Oral device/appliance used to reduce upper airway collapsibility; adjustable",
85002,"004non-adjustable; prefabricated; includes fitting and adjustment",
86001,"003Oral device/appliance used to reduce upper airway collapsibility; adjustable",
86002,"004non-adjustable; custom fabricated; includes fitting and adjustment",
87001,"003Spirometer; electronic; includes all accessories",
90001,003Power source and control electronics unit for oral device/appliance for,
90002,"004neuromuscular electrical stimulation of the tongue muscle; controlled by",
90003,004hardware remote,
91001,003Oral device/appliance for neuromuscular electrical stimulation of the tongue,
91002,"004muscle; used in conjunction with the power source and control electronics uni",
91003,"004controlled by hardware remote; 90-day supply",
92001,003Power source and control electronics unit for oral device/appliance for,
92002,"004neuromuscular electrical stimulation of the tongue muscle; controlled by phon",
92003,004application,
93001,003Oral device/appliance for neuromuscular electrical stimulation of the tongue,
93002,"004muscle; used in conjunction with the power source and control electronics uni",
93003,"004controlled by phone application; 90-day supply",
00001,"003Ippb machine; all types; with built-in nebulization; manual or automatic",
00002,004valves; internal or external power source,
30001,"003Electronic positional obstructive sleep apnea treatment; with sensor; include",
30002,"004all components and accessories; any type",
50001,"003Humidifier; durable for extensive supplemental humidification during ippb",
50002,004treatments or oxygen delivery,
55001,"003Humidifier; durable; glass or autoclavable plastic bottle type; for use with",
55002,004regulator or flowmeter,
60001,"003Humidifier; durable for supplemental humidification during ippb treatment or",
60002,004oxygen delivery,
61001,"003Humidifier; non-heated; used with positive airway pressure device",
62001,"003Humidifier; heated; used with positive airway pressure device",
65001,"003Compressor; air power source for equipment which is not self-contained or",
65002,004cylinder driven,
70001,"003Nebulizer; with compressor",
72001,"003Aerosol compressor; adjustable pressure; light duty for intermittent use",
74001,003Ultrasonic/electronic aerosol generator with small volume nebulizer,
75001,"003Nebulizer; ultrasonic; large volume",
80001,"003Nebulizer; durable; glass or autoclavable plastic; bottle type; for use with",
80002,004regulator or flowmeter,
85001,"003Nebulizer; with compressor and heater",
00001,"003Respiratory suction pump; home model; portable or stationary; electric",
01001,003Continuous positive airway pressure (cpap) device,
02001,"003Breast pump; manual; any type",
03001,"003Breast pump; electric (ac and/or dc); any type",
04001,"003Breast pump; hospital grade; electric (ac and / or dc); any type",
05001,"003Vaporizer; room type",
06001,003Postural drainage board,
07001,003Home blood glucose monitor,
10001,"003Pacemaker monitor; self-contained; (checks battery depletion; includes audibl",
10002,004and visible check systems),
15001,"003Pacemaker monitor; self contained; checks battery depletion and other pacemak",
15002,"004components; includes digital/visible check systems",
16001,"003Implantable cardiac event recorder with memory; activator and programmer",
17001,003External defibrillator with integrated electrocardiogram analysis,
18001,"003Apnea monitor; without recording feature",
19001,"003Apnea monitor; with recording feature",
20001,"003Skin piercing device for collection of capillary blood; laser; each",
21001,"003Sling or seat; patient lift; canvas or nylon",
25001,"003Patient lift; bathroom or toilet; not otherwise classified",
27001,"003Seat lift mechanism; electric; any type",
28001,003Separate seat lift mechanism for use with patient owned furniture-electric,
29001,"003Seat lift mechanism; non-electric; any type",
30001,"003Patient lift; hydraulic or mechanical; includes any seat; sling; strap(s) or",
30002,004pad(s),
35001,"003Patient lift; electric with seat or sling",
36001,"003Multipositional patient support system; with integrated lift; patient",
36002,004accessible controls,
37001,"003Combination sit to stand frame/table system; any size including pediatric; wi",
37002,"004seat lift feature; with or without wheels",
38001,"003Standing frame/table system; one position (e.g.; upright; supine or prone",
38002,"004stander); any size including pediatric; with or without wheels",
39001,"003Patient lift; moveable from room to room with disassembly and reassembly;",
39002,004includes all components/accessories,
40001,"003Patient lift; fixed system; includes all components/accessories",
41001,"003Standing frame/table system; multi-position (e.g.; three-way stander); any si",
41002,"004including pediatric; with or without wheels",
42001,"003Standing frame/table system; mobile (dynamic stander); any size including",
42002,004pediatric,
50001,"003Pneumatic compressor; non-segmental home model",
51001,"003Pneumatic compressor; segmental home model without calibrated gradient pressu",
52001,"003Pneumatic compressor; segmental home model with calibrated gradient pressure",
55001,"003Non-segmental pneumatic appliance for use with pneumatic compressor; half arm",
56001,"003Segmental pneumatic appliance for use with pneumatic compressor; trunk",
57001,"003Segmental pneumatic appliance for use with pneumatic compressor; chest",
58001,"003Segmental pneumatic appliance for use with pneumatic compressor; integrated;",
58002,004full arms and chest,
59001,"003Segmental pneumatic appliance for use with pneumatic compressor; integrated;",
59002,"004head; neck and chest",
60001,"003Non-segmental pneumatic appliance for use with pneumatic compressor; full leg",
65001,"003Non-segmental pneumatic appliance for use with pneumatic compressor; full arm",
66001,"003Non-segmental pneumatic appliance for use with pneumatic compressor; half leg",
67001,"003Segmental pneumatic appliance for use with pneumatic compressor; full leg",
68001,"003Segmental pneumatic appliance for use with pneumatic compressor; full arm",
69001,"003Segmental pneumatic appliance for use with pneumatic compressor; half leg",
70001,"003Segmental pneumatic appliance for use with pneumatic compressor; integrated;",
70002,004full legs and trunk,
71001,"003Segmental gradient pressure pneumatic appliance; full leg",
72001,"003Segmental gradient pressure pneumatic appliance; full arm",
73001,"003Segmental gradient pressure pneumatic appliance; half leg",
75001,"003Pneumatic compression device; high pressure; rapid inflation/deflation cycle;",
75002,004for arterial insufficiency (unilateral or bilateral system),
76001,"003Intermittent limb compression device (includes all accessories); not otherwis",
76002,004specified,
77001,"003Non-pneumatic sequential compression garment; trunk",
78001,"003Non-pneumatic sequential compression garment; full leg",
79001,"003Non-pneumatic sequential compression garment; half leg",
80001,003Non-pneumatic compression controller with sequential calibrated gradient,
80002,004pressure,
81001,003Non-pneumatic compression controller without calibrated gradient pressure,
82001,"003Non-pneumatic sequential compression garment; full arm",
83001,"003Non-pneumatic; non-sequential; peristaltic wave compression pump",
91001,"003Ultraviolet light therapy system; includes bulbs/lamps; timer and eye",
91002,004protection; treatment area 2 square feet or less,
92001,"003Ultraviolet light therapy system panel; includes bulbs/lamps; timer and eye",
92002,"004protection; 4 foot panel",
93001,"003Ultraviolet light therapy system panel; includes bulbs/lamps; timer and eye",
93002,"004protection; 6 foot panel",
94001,"003Ultraviolet multidirectional light therapy system in 6 foot cabinet; includes",
94002,"004bulbs/lamps; timer and eye protection",
00001,"003Safety equipment; device or accessory; any type",
05001,"003Transfer device; any type; each",
10001,"003Restraints; any type (body; chest; wrist or ankle)",
11001,"003Upper extremity medical tubing/lines enclosure or covering device; restricts",
11002,004elbow range of motion,
15001,003Intravaginal device intended to strengthen pelvic floor muscles during kegel,
15002,004exercises,
16001,003Supplies and accessories for intravaginal device intended to strengthen pelvi,
16002,004floor muscles during kegel exercises,
20001,"003Transcutaneous electrical nerve stimulation (tens) device; two lead; localize",
20002,004stimulation,
21001,003Transcutaneous electrical nerve stimulator for nerves in the auricular region,
30001,"003Transcutaneous electrical nerve stimulation (tens) device; four or more leads",
30002,004for multiple nerve stimulation,
31001,003Form fitting conductive garment for delivery of tens or nmes (with conductive,
31002,004fibers separated from the patient's skin by layers of fabric),
32001,"003Cranial electrotherapy stimulation (ces) system; any type",
33001,003Transcutaneous electrical nerve stimulator for electrical stimulation of the,
33002,004trigeminal nerve,
34001,003External upper limb tremor stimulator of the peripheral nerves of the wrist,
35001,003Non-invasive vagus nerve stimulator,
36001,003Transcutaneous tibial nerve stimulator,
37001,"003Transcutaneous tibial nerve stimulator; controlled by phone application",
38001,003Upper extremity rehabilitation system providing active assistance to facilita,
38002,"004muscle re-education; include microprocessor; all components and accessories",
39001,003Rehabilitation system with interactive interface providing active assistance,
39002,"004rehabilitation therapy; includes all components and accessories; motors;",
39003,"004microprocessors; sensors",
40001,"003Non-implanted pelvic floor electrical stimulator; complete system",
43001,"003External lower extremity nerve stimulator for restless legs syndrome; each",
44001,003Neuromuscular stimulator for scoliosis,
45001,"003Neuromuscular stimulator; electronic shock unit",
46001,"003Electromyography (emg); biofeedback device",
47001,"003Osteogenesis stimulator; electrical; non-invasive; other than spinal",
47002,004applications,
48001,"003Osteogenesis stimulator; electrical; non-invasive; spinal applications",
49001,"003Osteogenesis stimulator; electrical; surgically implanted",
55001,003Electronic salivary reflex stimulator (intra-oral/non-invasive),
60001,"003Osteogenesis stimulator; low intensity ultrasound; non-invasive",
61001,"003Non-thermal pulsed high frequency radiowaves; high peak power electromagnetic",
61002,004energy treatment device,
62001,"003Transcutaneous electrical joint stimulation device system; includes all",
62002,004accessories,
64001,"003Functional neuromuscular stimulation; transcutaneous stimulation of sequentia",
64002,"004muscle groups of ambulation with computer control; used for walking by spinal",
64003,"004cord injured; entire system; after completion of training program",
65001,"003Fda approved nerve stimulator; for treatment of nausea and vomiting",
66001,"003Electrical stimulation device used for cancer treatment; includes all",
66002,"004accessories; any type",
67001,"003Intrabuccal; systemic delivery of amplitude-modulated; radiofrequency",
67002,"004electromagnetic field device; for cancer treatment; includes all accessories",
69001,"003Electrical stimulation or electromagnetic wound treatment device; not otherwi",
69002,004classified,
70001,"003Functional electrical stimulator; transcutaneous stimulation of nerve and/or",
70002,"004muscle groups; any type; complete system; not otherwise specified",
76001,003Iv pole,
79001,"003Ambulatory infusion pump; mechanical; reusable; for infusion 8 hours or great",
80001,"003Ambulatory infusion pump; mechanical; reusable; for infusion less than 8 hour",
81001,"003Ambulatory infusion pump; single or multiple channels; electric or battery",
81002,"004operated; with administrative equipment; worn by patient",
82001,"003Infusion pump; implantable; non-programmable (includes all components; e.g.;",
82002,"004pump; catheter; connectors; etc.)",
83001,"003Infusion pump system; implantable; programmable (includes all components; e.g",
83002,"004pump; catheter; connectors; etc.)",
84001,"003External ambulatory infusion pump; insulin",
85001,003Implantable intraspinal (epidural/intrathecal) catheter used with implantable,
85002,"004infusion pump; replacement",
86001,"003Implantable programmable infusion pump; replacement (excludes implantable",
86002,004intraspinal catheter),
87001,"003External ambulatory infusion pump; insulin; dosage rate adjustment using",
87002,004therapeutic continuous glucose sensing,
91001,"003Parenteral infusion pump; stationary; single or multi-channel",
30001,"003Ambulatory traction device; all types; each",
40001,"003Traction frame; attached to headboard; cervical traction",
49001,"003Traction equipment; cervical; free-standing stand/frame; pneumatic; applying",
49002,004traction force to other than mandible,
50001,"003Traction stand; free standing; cervical traction",
55001,003Cervical traction equipment not requiring additional stand or frame,
56001,"003Cervical traction device; with inflatable air bladder(s)",
60001,"003Traction equipment; overdoor; cervical",
70001,"003Traction frame; attached to footboard; extremity traction; (e.g.; buck's)",
80001,"003Traction stand; free standing; extremity traction",
90001,"003Traction frame; attached to footboard; pelvic traction",
00001,"003Traction stand; free standing; pelvic traction; (e.g.; buck's)",
10001,"003Trapeze bars; a/k/a patient helper; attached to bed; with grab bar",
11001,"003Trapeze bar; heavy duty; for patient weight capacity greater than 250 pounds;",
11002,"004attached to bed; with grab bar",
12001,"003Trapeze bar; heavy duty; for patient weight capacity greater than 250 pounds;",
12002,"004free standing; complete with grab bar",
20001,"003Fracture frame; attached to bed; includes weights",
30001,"003Fracture frame; free standing; includes weights",
35001,003Continuous passive motion exercise device for use on knee only,
36001,003Continuous passive motion exercise device for use other than knee,
40001,"003Trapeze bar; free standing; complete with grab bar",
41001,"003Gravity assisted traction device; any type",
42001,003Cervical head harness/halter,
44001,003Pelvic belt/harness/boot,
45001,003Extremity belt/harness,
46001,"003Fracture; frame; dual with cross bars; attached to bed; (e.g.; balken; 4 post",
47001,"003Fracture frame; attachments for complex pelvic traction",
48001,"003Fracture frame; attachments for complex cervical traction",
50001,"003Wheelchair accessory; tray; each",
51001,"003Heel loop/holder; any type; with or without ankle strap; each",
52001,"003Toe loop/holder; any type; each",
53001,"003Wheelchair accessory; lateral thigh or knee support; any type including fixed",
53002,"004mounting hardware; each",
54001,"003Wheelchair accessory; foot box; any type; includes attachment and mounting",
54002,"004hardware; each foot",
55001,"003Wheelchair accessory; headrest; cushioned; any type; including fixed mounting",
55002,"004hardware; each",
56001,"003Wheelchair accessory; lateral trunk or hip support; any type; including fixed",
56002,"004mounting hardware; each",
57001,"003Wheelchair accessory; medial thigh support; any type; including fixed mountin",
57002,"004hardware; each",
58001,"003Manual wheelchair accessory; one-arm drive attachment; each",
59001,"003Manual wheelchair accessory; adapter for amputee; each",
60001,"003Wheelchair accessory; shoulder harness/straps or chest strap; including any",
60002,004type mounting hardware,
61001,"003Manual wheelchair accessory; wheel lock brake extension (handle); each",
66001,"003Manual wheelchair accessory; headrest extension; each",
67001,"003Manual wheelchair accessory; hand rim with projections; any type; replacement",
67002,"004only; each",
68001,"003Commode seat; wheelchair",
69001,"003Narrowing device; wheelchair",
70001,"003No. 2 footplates; except for elevating leg rest",
71001,"003Manual wheelchair accessory; anti-tipping device; each",
73001,"003Wheelchair accessory; adjustable height; detachable armrest; complete assembl",
73002,004each,
74001,"003Manual wheelchair accessory; anti-rollback device; each",
78001,"003Wheelchair accessory; positioning belt/safety belt/pelvic strap; each",
80001,"003Safety vest; wheelchair",
81001,"003Wheelchair accessory; seat upholstery; replacement only; each",
82001,"003Wheelchair accessory; back upholstery; replacement only; each",
83001,"003Manual wheelchair accessory; power add-on to convert manual wheelchair to",
83002,"004motorized wheelchair; joystick control",
84001,"003Manual wheelchair accessory; power add-on to convert manual wheelchair to",
84002,"004motorized wheelchair; tiller control",
85001,"003Wheelchair accessory; seat lift mechanism",
86001,"003Manual wheelchair accessory; power assist system",
88001,"003Manual wheelchair accessory; lever-activated; wheel drive; pair",
90001,"003Wheelchair accessory; elevating leg rest; complete assembly; each",
92001,"003Manual wheelchair accessory; solid seat insert",
94001,"003Arm rest; each",
95001,"003Wheelchair accessory; calf rest/pad; replacement only; each",
02001,"003Wheelchair accessory; power seating system; tilt only",
03001,"003Wheelchair accessory; power seating system; recline only; without shear",
03002,004reduction,
04001,"003Wheelchair accessory; power seating system; recline only; with mechanical she",
04002,004reduction,
05001,"003Wheelchair accessory; power seating system; recline only; with power shear",
05002,004reduction,
06001,"003Wheelchair accessory; power seating system; combination tilt and recline;",
06002,004without shear reduction,
07001,"003Wheelchair accessory; power seating system; combination tilt and recline; wit",
07002,004mechanical shear reduction,
08001,"003Wheelchair accessory; power seating system; combination tilt and recline; wit",
08002,004power shear reduction,
09001,"003Wheelchair accessory; addition to power seating system; mechanically linked l",
09002,"004elevation system; including pushrod and leg rest; each",
10001,"003Wheelchair accessory; addition to power seating system; power leg elevation",
10002,"004system; including leg rest; pair",
11001,"003Modification to pediatric size wheelchair; width adjustment package (not to b",
11002,004dispensed with initial chair),
12001,"003Wheelchair accessory; addition to power seating system; center mount power",
12002,"004elevating leg rest/platform; complete system; any type; each",
14001,"003Reclining back; addition to pediatric size wheelchair",
15001,"003Shock absorber for manual wheelchair; each",
16001,"003Shock absorber for power wheelchair; each",
17001,003Heavy duty shock absorber for heavy duty or extra heavy duty manual wheelchai,
17002,004each,
18001,003Heavy duty shock absorber for heavy duty or extra heavy duty power wheelchair,
18002,004each,
20001,"003Residual limb support system for wheelchair; any type",
22001,"003Wheelchair transportation securement system; any type includes all components",
22002,004and accessories,
23001,"003Wheelchair transit securement system; includes all components and accessories",
28001,"003Wheelchair accessory; manual swingaway; retractable or removable mounting",
28002,"004hardware; other",
29001,"003Wheelchair accessory; ventilator tray; fixed",
30001,"003Wheelchair accessory; ventilator tray; gimbaled",
31001,"003Rollabout chair; any and all types with casters 5"" or greater",
32001,"003Wheelchair accessory; manual swingaway; retractable or removable mounting",
32002,004hardware used with joystick or other drive control interface,
33001,"003Wheelchair accessory; manual swingaway; retractable or removable mounting",
33002,"004hardware for headrest; cushioned; any type",
34001,"003Wheelchair accessory; manual swingaway; retractable or removable mounting",
34002,"004hardware for lateral trunk or hip support; any type",
35001,"003Multi-positional patient transfer system; with integrated seat; operated by",
35002,"004care giver; patient weight capacity up to and including 300 lbs",
36001,"003Multi-positional patient transfer system; extra-wide; with integrated seat;",
36002,"004operated by caregiver; patient weight capacity greater than 300 lbs",
37001,"003Transport chair; pediatric size",
38001,"003Transport chair; adult size; patient weight capacity up to and including 300",
38002,004pounds,
39001,"003Transport chair; adult size; heavy duty; patient weight capacity greater than",
39002,004300 pounds,
50001,"003Fully-reclining wheelchair; fixed full length arms; swing away detachable",
50002,004elevating leg rests,
60001,"003Fully-reclining wheelchair; detachable arms; desk or full length; swing away",
60002,004detachable elevating legrests,
70001,"003Fully-reclining wheelchair; detachable arms (desk or full length) swing away",
70002,004detachable footrest,
83001,"003Hemi-wheelchair; fixed full length arms; swing away detachable elevating leg",
83002,004rest,
84001,"003Hemi-wheelchair; detachable arms desk or full length arms; swing away",
84002,004detachable elevating leg rests,
85001,"003Hemi-wheelchair; fixed full length arms; swing away detachable foot rests",
86001,"003Hemi-wheelchair detachable arms desk or full length; swing away detachable",
86002,004footrests,
87001,"003High strength lightweight wheelchair; fixed full length arms; swing away",
87002,004detachable elevating leg rests,
88001,"003High strength lightweight wheelchair; detachable arms desk or full length;",
88002,004swing away detachable elevating leg rests,
89001,"003High strength lightweight wheelchair; fixed length arms; swing away detachabl",
89002,004footrest,
90001,"003High strength lightweight wheelchair; detachable arms desk or full length;",
90002,004swing away detachable foot rests,
92001,"003Wide heavy duty wheel chair; detachable arms (desk or full length); swing awa",
92002,004detachable elevating leg rests,
93001,"003Wide heavy duty wheelchair; detachable arms desk or full length arms; swing",
93002,004away detachable footrests,
00001,"003Semi-reclining wheelchair; fixed full length arms; swing away detachable",
00002,004elevating leg rests,
10001,"003Semi-reclining wheelchair; detachable arms (desk or full length) elevating le",
10002,004rest,
30001,"003Standard wheelchair; fixed full length arms; fixed or swing away detachable",
30002,004footrests,
40001,"003Wheelchair; detachable arms; desk or full length; swing away detachable",
40002,004footrests,
50001,"003Wheelchair; detachable arms; desk or full length swing away detachable",
50002,004elevating legrests,
60001,"003Wheelchair; fixed full length arms; swing away detachable elevating legrests",
61001,"003Manual adult size wheelchair; includes tilt in space",
70001,"003Amputee wheelchair; fixed full length arms; swing away detachable elevating",
70002,004legrests,
71001,"003Amputee wheelchair; fixed full length arms; without footrests or legrest",
72001,"003Amputee wheelchair; detachable arms (desk or full length) without footrests o",
72002,004legrest,
80001,"003Amputee wheelchair; detachable arms (desk or full length) swing away detachab",
80002,004footrests,
90001,"003Amputee wheelchair; detachable arms (desk or full length) swing away detachab",
90002,004elevating legrests,
95001,"003Heavy duty wheelchair; fixed full length arms; swing away detachable elevatin",
95002,004legrests,
00001,"003Amputee wheelchair; fixed full length arms; swing away detachable footrest",
20001,"003Wheelchair; specially sized or constructed; (indicate brand name; model numbe",
20002,004if any) and justification,
21001,"003Wheelchair with fixed arm; footrests",
22001,"003Wheelchair with fixed arm; elevating legrests",
23001,"003Wheelchair with detachable arms; footrests",
24001,"003Wheelchair with detachable arms; elevating legrests",
25001,"003Wheelchair accessory; manual semi-reclining back; (recline greater than 15",
25002,"004degrees; but less than 80 degrees); each",
26001,"003Wheelchair accessory; manual fully reclining back; (recline greater than 80",
26002,"004degrees); each",
27001,003Special height arms for wheelchair,
28001,003Special back height for wheelchair,
29001,"003Wheelchair; pediatric size; not otherwise specified",
30001,003Power operated vehicle (three or four wheel nonhighway) specify brand name an,
30002,004model number,
31001,"003Wheelchair; pediatric size; tilt-in-space; rigid; adjustable; with seating",
31002,004system,
32001,"003Wheelchair; pediatric size; tilt-in-space; folding; adjustable; with seating",
32002,004system,
33001,"003Wheelchair; pediatric size; tilt-in-space; rigid; adjustable; without seating",
33002,004system,
34001,"003Wheelchair; pediatric size; tilt-in-space; folding; adjustable; without seati",
34002,004system,
35001,"003Wheelchair; pediatric size; rigid; adjustable; with seating system",
36001,"003Wheelchair; pediatric size; folding; adjustable; with seating system",
37001,"003Wheelchair; pediatric size; rigid; adjustable; without seating system",
38001,"003Wheelchair; pediatric size; folding; adjustable; without seating system",
39001,"003Power wheelchair; pediatric size; not otherwise specified",
40001,"003Lightweight wheelchair; detachable arms; (desk or full length) swing away",
40002,"004detachable; elevating legrest",
50001,"003Lightweight wheelchair; fixed full length arms; swing away detachable footres",
60001,"003Lightweight wheelchair; detachable arms (desk or full length) swing away",
60002,004detachable footrest,
70001,"003Lightweight wheelchair; fixed full length arms; swing away detachable elevati",
70002,004legrests,
80001,"003Heavy duty wheelchair; detachable arms (desk or full length) elevating legres",
85001,"003Heavy duty wheelchair; fixed full length arms; swing away detachable footrest",
90001,"003Heavy duty wheelchair; detachable arms (desk or full length) swing away",
90002,004detachable footrest,
95001,"003Heavy duty wheelchair; fixed full length arms; elevating legrest",
96001,003Special wheelchair seat height from floor,
97001,"003Special wheelchair seat depth; by upholstery",
98001,"003Special wheelchair seat depth and/or width; by construction",
00001,"003Whirlpool; portable (overtub type)",
01001,"003Whirlpool tub; walk-in; portable",
10001,"003Whirlpool; non-portable (built-in type)",
52001,"003Oxygen accessory; flow regulator capable of positive inspiratory pressure",
53001,003Regulator,
54001,"003Oxygen accessory; wheeled cart for portable cylinder or portable concentrator",
54002,"004any type; replacement only; each",
55001,003Stand/rack,
56001,"003Oxygen accessory; battery pack/cartridge for portable concentrator; any type;",
56002,"004replacement only; each",
57001,"003Oxygen accessory; battery charger for portable concentrator; any type;",
57002,"004replacement only; each",
58001,"003Oxygen accessory; dc power adapter for portable concentrator; any type;",
58002,"004replacement only; each",
72001,003Immersion external heater for nebulizer,
90001,"003Oxygen concentrator; single delivery port; capable of delivering 85 percent o",
90002,004greater oxygen concentration at the prescribed flow rate,
91001,"003Oxygen concentrator; dual delivery port; capable of delivering 85 percent or",
91002,"004greater oxygen concentration at the prescribed flow rate; each",
92001,"003Portable oxygen concentrator; rental",
99001,"003Durable medical equipment; miscellaneous",
05001,003Oxygen and water vapor enriching system with heated delivery,
06001,003Oxygen and water vapor enriching system without heated delivery,
00001,"003Centrifuge; for dialysis",
10001,"003Kidney; dialysate delivery syst kidney machine; pump recirculating; air remov",
10002,"004syst; flowrate meter; power off; heater and temperature control with alarm;",
10003,"004i.v. poles; pressure gauge; concentrate container",
20001,003Heparin infusion pump for hemodialysis,
30001,"003Air bubble detector for hemodialysis; each; replacement",
40001,"003Pressure alarm for hemodialysis; each; replacement",
50001,"003Bath conductivity meter for hemodialysis; each",
60001,"003Blood leak detector for hemodialysis; each; replacement",
70001,"003Adjustable chair; for esrd patients",
75001,"003Transducer protectors/fluid barriers; for hemodialysis; any size; per 10",
80001,003Unipuncture control system for hemodialysis,
90001,003Hemodialysis machine,
92001,003Automatic intermittent peritoneal dialysis system,
94001,003Cycler dialysis machine for peritoneal dialysis,
00001,003Delivery and/or installation charges for hemodialysis equipment,
10001,"003Reverse osmosis water purification system; for hemodialysis",
15001,"003Deionizer water purification system; for hemodialysis",
20001,"003Blood pump for hemodialysis; replacement",
25001,"003Water softening system; for hemodialysis",
29001,003Tablo hemodialysis system for the billable dialysis service,
30001,003Reciprocating peritoneal dialysis system,
32001,"003Wearable artificial kidney; each",
34001,"003Peritoneal dialysis clamps; each",
35001,003Compact (portable) travel hemodialyzer system,
36001,"003Sorbent cartridges; for hemodialysis; per 10",
37001,"003Hemostats; each",
39001,"003Scale; each",
99001,"003Dialysis equipment; not otherwise specified",
00001,003Jaw motion rehabilitation system,
01001,"003Replacement cushions for jaw motion rehabilitation system; pkg. of 6",
02001,"003Replacement measuring scales for jaw motion rehabilitation system; pkg. of 20",
00001,"003Dynamic adjustable elbow extension and flexion device; includes soft interfac",
00002,004material,
01001,"003Static progressive stretch/patient actualized serial stretch elbow device;",
01002,"004extension and/or flexion; with or without range of motion adjustment; include",
01003,004all components and accessories,
02001,"003Dynamic adjustable forearm pronation/supination device; includes soft interfa",
02002,004material,
03001,"003Dynamic adjustable elbow extension only device; includes soft interface mater",
04001,"003Dynamic adjustable elbow flexion only device; includes soft interface materia",
05001,"003Dynamic adjustable wrist extension and flexion device; includes soft interfac",
05002,004material,
06001,"003Static progressive stretch wrist device; flexion and/or extension; with or",
06002,"004without range of motion adjustment; includes all components and accessories",
07001,"003Dynamic adjustable wrist extension only device; includes soft interface mater",
08001,"003Dynamic adjustable wrist flexion only device; includes soft interface materia",
10001,"003Dynamic adjustable knee extension and flexion device; includes soft interface",
10002,004material,
11001,"003Static progressive stretch/patient actualized serial stretch knee device;",
11002,"004extension and/or flexion; with or without range of motion adjustment; include",
11003,004all components and accessories,
12001,"003Dynamic knee; extension/flexion device with active resistance control",
13001,"003Dynamic adjustable knee extension only device; includes soft interface materi",
14001,"003Dynamic adjustable knee flexion only device; includes soft interface material",
15001,"003Dynamic adjustable ankle extension and flexion device; includes soft interfac",
15002,004material,
16001,"003Static progressive stretch/patient actualized serial stretch ankle device;",
16002,"004flexion and/or extension; with or without range of motion adjustment; include",
16003,004all components and accessories,
18001,003Static progressive stretch/patient actualized serial stretch forearm pronatio,
18002,"004/ supination device; with or without range of motion adjustment; includes all",
18003,004components and accessories,
20001,"003Replacement soft interface material; dynamic adjustable extension/flexion dev",
21001,003Replacement soft interface material/cuffs for bi-directional static progressi,
21002,004stretch device,
22001,"003Dynamic adjustable ankle extension only device; includes soft interface mater",
23001,"003Dynamic adjustable ankle flexion only device; includes soft interface materia",
25001,"003Dynamic adjustable finger extension and flexion device; includes soft interfa",
25002,004material,
26001,"003Dynamic adjustable finger extension only device; includes soft interface",
26002,004material,
27001,"003Dynamic adjustable finger flexion only device; includes soft interface materi",
28001,"003Dynamic adjustable toe extension only device; includes soft interface materia",
29001,"003Dynamic adjustable toe flexion only device; includes soft interface material",
30001,"003Dynamic adjustable toe extension and flexion device; includes soft interface",
30002,004material,
31001,"003Static progressive stretch toe device; extension and/or flexion; with or",
31002,"004without range of motion adjustment; includes all components and accessories",
32001,"003Static progressive stretch finger device; extension and/or flexion; with or",
32002,"004without range of motion adjustment; includes all components and accessories",
40001,"003Dynamic adjustable shoulder flexion / abduction / rotation device; includes",
40002,004soft interface material,
41001,"003Static progressive stretch/patient actualized serial stretch shoulder device;",
41002,"004with or without range of motion adjustment; includes all components and",
41003,004accessories,
02001,"003Communication board; non-electronic augmentative or alternative communication",
02002,004device,
05001,"003Virtual reality cognitive behavioral therapy device (cbt); including",
05002,004pre-programmed therapy software,
00001,"003Gastric suction pump; home model; portable or stationary; electric",
01001,"003Suction pump; home model; portable or stationary; electric; any type; for use",
01002,004with external urine and/or fecal management system,
00001,003Blood glucose monitor with integrated voice synthesizer,
01001,003Blood glucose monitor with integrated lancing/blood sample,
02001,"003Adjunctive; non-implanted continuous glucose monitor or receiver",
03001,"003Non-adjunctive; non-implanted continuous glucose monitor or receiver",
04001,003Home blood glucose monitor for use with integrated lancing/blood sample testi,
04002,004cartridge,
20001,003Pulse generator system for tympanic treatment of inner ear endolymphatic flui,
01001,"003Manual wheelchair accessory; nonstandard seat frame; width greater than or",
01002,004equal to 20 inches and less than 24 inches,
02001,"003Manual wheelchair accessory; nonstandard seat frame width; 24-27 inches",
03001,"003Manual wheelchair accessory; nonstandard seat frame depth; 20 to less than 22",
03002,004inches,
04001,"003Manual wheelchair accessory; nonstandard seat frame depth; 22 to 25 inches",
05001,"003Manual wheelchair accessory; handrim without projections (includes ergonomic",
05002,"004contoured); any type; replacement only; each",
06001,"003Manual wheelchair accessory; wheel lock assembly; complete; replacement only;",
06002,004each,
07001,"003Wheelchair accessory; crutch and cane holder; each",
08001,"003Wheelchair accessory; cylinder tank carrier; each",
09001,"003Accessory; arm trough; with or without hand support; each",
10001,"003Wheelchair accessory; bearings; any type; replacement only; each",
11001,"003Manual wheelchair accessory; pneumatic propulsion tire; any size; each",
12001,"003Manual wheelchair accessory; tube for pneumatic propulsion tire; any size; ea",
13001,"003Manual wheelchair accessory; insert for pneumatic propulsion tire (removable)",
13002,"004any type; any size; each",
14001,"003Manual wheelchair accessory; pneumatic caster tire; any size; each",
15001,"003Manual wheelchair accessory; tube for pneumatic caster tire; any size; each",
