diagnosis_code,description,severity_level,service
I70.563,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, bilateral legs",CC,Circulatory System
I70.568,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, other extremity",CC,Circulatory System
I70.569,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, unspecified extremity",CC,Circulatory System
I70.631,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of thigh,CC,Circulatory System
I70.632,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of calf,CC,Circulatory System
I70.633,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of ankle,CC,Circulatory System
I70.634,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of heel and midfoot,CC,Circulatory System
I70.638,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of other part of lower leg,CC,Circulatory System
I70.639,Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of unspecified site,CC,Circulatory System
I70.641,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of thigh,CC,Circulatory System
I70.642,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of calf,CC,Circulatory System
I70.643,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of ankle,CC,Circulatory System
I70.644,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of heel and midfoot,CC,Circulatory System
I70.648,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of other part of lower leg,CC,Circulatory System
I70.649,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of unspecified site,CC,Circulatory System
I70.661,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, right leg",CC,Circulatory System
I70.662,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, left leg",CC,Circulatory System
I70.663,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, bilateral legs",CC,Circulatory System
I70.668,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, other extremity",CC,Circulatory System
I70.669,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, unspecified extremity",CC,Circulatory System
I70.731,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of thigh,CC,Circulatory System
I70.732,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of calf,CC,Circulatory System
I70.733,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of ankle,CC,Circulatory System
I70.734,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of heel and midfoot,CC,Circulatory System
I70.738,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of other part of lower leg,CC,Circulatory System
I70.739,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of unspecified site,CC,Circulatory System
I70.741,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of thigh,CC,Circulatory System
I70.742,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of calf,CC,Circulatory System
I70.743,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of ankle,CC,Circulatory System
I70.744,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of heel and midfoot,CC,Circulatory System
I70.748,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of other part of lower leg,CC,Circulatory System
I70.749,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of unspecified site,CC,Circulatory System
I70.761,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, right leg",CC,Circulatory System
I70.762,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, left leg",CC,Circulatory System
I70.763,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, bilateral legs",CC,Circulatory System
I70.768,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, other extremity",CC,Circulatory System
I70.769,"Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, unspecified extremity",CC,Circulatory System
I70.92,Chronic total occlusion of artery of the extremities,CC,Circulatory System
I73.01,Raynaud's syndrome with gangrene,CC,Circulatory System
I74.09,Other arterial embolism and thrombosis of abdominal aorta,CC,Circulatory System
I74.10,Embolism and thrombosis of unspecified parts of aorta,CC,Circulatory System
I74.11,Embolism and thrombosis of thoracic aorta,CC,Circulatory System
I74.19,Embolism and thrombosis of other parts of aorta,CC,Circulatory System
I74.2,Embolism and thrombosis of arteries of the upper extremities,CC,Circulatory System
I74.3,Embolism and thrombosis of arteries of the lower extremities,CC,Circulatory System
I74.4,"Embolism and thrombosis of arteries of extremities, unspecified",CC,Circulatory System
I74.5,Embolism and thrombosis of iliac artery,CC,Circulatory System
I74.8,Embolism and thrombosis of other arteries,CC,Circulatory System
I74.9,Embolism and thrombosis of unspecified artery,CC,Circulatory System
I75.011,Atheroembolism of right upper extremity,CC,Circulatory System
I75.012,Atheroembolism of left upper extremity,CC,Circulatory System
I75.013,Atheroembolism of bilateral upper extremities,CC,Circulatory System
I75.019,Atheroembolism of unspecified upper extremity,CC,Circulatory System
I75.021,Atheroembolism of right lower extremity,CC,Circulatory System
I75.022,Atheroembolism of left lower extremity,CC,Circulatory System
I75.023,Atheroembolism of bilateral lower extremities,CC,Circulatory System
I75.029,Atheroembolism of unspecified lower extremity,CC,Circulatory System
I75.81,Atheroembolism of kidney,CC,Circulatory System
I75.89,Atheroembolism of other site,CC,Circulatory System
I76,Septic arterial embolism,CC,Circulatory System
I77.2,Rupture of artery,CC,Circulatory System
I77.4,Celiac artery compression syndrome,CC,Circulatory System
I77.5,Necrosis of artery,CC,Circulatory System
I80.10,Phlebitis and thrombophlebitis of unspecified femoral vein,CC,Circulatory System
I80.11,Phlebitis and thrombophlebitis of right femoral vein,CC,Circulatory System
I80.12,Phlebitis and thrombophlebitis of left femoral vein,CC,Circulatory System
I80.13,"Phlebitis and thrombophlebitis of femoral vein, bilateral",CC,Circulatory System
I80.201,Phlebitis and thrombophlebitis of unspecified deep vessels of right lower extremity,CC,Circulatory System
I80.202,Phlebitis and thrombophlebitis of unspecified deep vessels of left lower extremity,CC,Circulatory System
I80.203,"Phlebitis and thrombophlebitis of unspecified deep vessels of lower extremities, bilateral",CC,Circulatory System
I80.209,Phlebitis and thrombophlebitis of unspecified deep vessels of unspecified lower extremity,CC,Circulatory System
I80.211,Phlebitis and thrombophlebitis of right iliac vein,CC,Circulatory System
I80.212,Phlebitis and thrombophlebitis of left iliac vein,CC,Circulatory System
I80.213,"Phlebitis and thrombophlebitis of iliac vein, bilateral",CC,Circulatory System
I80.219,Phlebitis and thrombophlebitis of unspecified iliac vein,CC,Circulatory System
I80.221,Phlebitis and thrombophlebitis of right popliteal vein,CC,Circulatory System
I80.222,Phlebitis and thrombophlebitis of left popliteal vein,CC,Circulatory System
I80.223,"Phlebitis and thrombophlebitis of popliteal vein, bilateral",CC,Circulatory System
I80.229,Phlebitis and thrombophlebitis of unspecified popliteal vein,CC,Circulatory System
I80.231,Phlebitis and thrombophlebitis of right tibial vein,CC,Circulatory System
I80.232,Phlebitis and thrombophlebitis of left tibial vein,CC,Circulatory System
I80.233,"Phlebitis and thrombophlebitis of tibial vein, bilateral",CC,Circulatory System
I80.239,Phlebitis and thrombophlebitis of unspecified tibial vein,CC,Circulatory System
I80.241,Phlebitis and thrombophlebitis of right peroneal vein,CC,Circulatory System
I80.242,Phlebitis and thrombophlebitis of left peroneal vein,CC,Circulatory System
I80.243,"Phlebitis and thrombophlebitis of peroneal vein, bilateral",CC,Circulatory System
I80.249,Phlebitis and thrombophlebitis of unspecified peroneal vein,CC,Circulatory System
I80.291,Phlebitis and thrombophlebitis of other deep vessels of right lower extremity,CC,Circulatory System
I80.292,Phlebitis and thrombophlebitis of other deep vessels of left lower extremity,CC,Circulatory System
I80.293,"Phlebitis and thrombophlebitis of other deep vessels of lower extremity, bilateral",CC,Circulatory System
I80.299,Phlebitis and thrombophlebitis of other deep vessels of unspecified lower extremity,CC,Circulatory System
I82.1,Thrombophlebitis migrans,CC,Circulatory System
I82.210,Acute embolism and thrombosis of superior vena cava,CC,Circulatory System
I82.211,Chronic embolism and thrombosis of superior vena cava,CC,Circulatory System
I82.290,Acute embolism and thrombosis of other thoracic veins,CC,Circulatory System
I82.291,Chronic embolism and thrombosis of other thoracic veins,CC,Circulatory System
I82.3,Embolism and thrombosis of renal vein,CC,Circulatory System
I82.401,Acute embolism and thrombosis of unspecified deep veins of right lower extremity,CC,Circulatory System
I82.402,Acute embolism and thrombosis of unspecified deep veins of left lower extremity,CC,Circulatory System
I82.403,"Acute embolism and thrombosis of unspecified deep veins of lower extremity, bilateral",CC,Circulatory System
I82.409,Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity,CC,Circulatory System
I82.411,Acute embolism and thrombosis of right femoral vein,CC,Circulatory System
I82.412,Acute embolism and thrombosis of left femoral vein,CC,Circulatory System
I82.413,"Acute embolism and thrombosis of femoral vein, bilateral",CC,Circulatory System
I82.419,Acute embolism and thrombosis of unspecified femoral vein,CC,Circulatory System
I82.421,Acute embolism and thrombosis of right iliac vein,CC,Circulatory System
I82.422,Acute embolism and thrombosis of left iliac vein,CC,Circulatory System
I82.423,"Acute embolism and thrombosis of iliac vein, bilateral",CC,Circulatory System
I82.429,Acute embolism and thrombosis of unspecified iliac vein,CC,Circulatory System
I82.431,Acute embolism and thrombosis of right popliteal vein,CC,Circulatory System
I82.432,Acute embolism and thrombosis of left popliteal vein,CC,Circulatory System
I82.433,"Acute embolism and thrombosis of popliteal vein, bilateral",CC,Circulatory System
I82.439,Acute embolism and thrombosis of unspecified popliteal vein,CC,Circulatory System
I82.441,Acute embolism and thrombosis of right tibial vein,CC,Circulatory System
I82.442,Acute embolism and thrombosis of left tibial vein,CC,Circulatory System
I82.443,"Acute embolism and thrombosis of tibial vein, bilateral",CC,Circulatory System
I82.449,Acute embolism and thrombosis of unspecified tibial vein,CC,Circulatory System
I82.451,Acute embolism and thrombosis of right peroneal vein,CC,Circulatory System
I82.452,Acute embolism and thrombosis of left peroneal vein,CC,Circulatory System
I82.453,"Acute embolism and thrombosis of peroneal vein, bilateral",CC,Circulatory System
I82.459,Acute embolism and thrombosis of unspecified peroneal vein,CC,Circulatory System
I82.491,Acute embolism and thrombosis of other specified deep vein of right lower extremity,CC,Circulatory System
I82.492,Acute embolism and thrombosis of other specified deep vein of left lower extremity,CC,Circulatory System
I82.493,"Acute embolism and thrombosis of other specified deep vein of lower extremity, bilateral",CC,Circulatory System
I82.499,Acute embolism and thrombosis of other specified deep vein of unspecified lower extremity,CC,Circulatory System
I82.4Y1,Acute embolism and thrombosis of unspecified deep veins of right proximal lower extremity,CC,Circulatory System
I82.4Y2,Acute embolism and thrombosis of unspecified deep veins of left proximal lower extremity,CC,Circulatory System
I82.4Y3,"Acute embolism and thrombosis of unspecified deep veins of proximal lower extremity, bilateral",CC,Circulatory System
I82.4Y9,Acute embolism and thrombosis of unspecified deep veins of unspecified proximal lower extremity,CC,Circulatory System
I82.4Z1,Acute embolism and thrombosis of unspecified deep veins of right distal lower extremity,CC,Circulatory System
I82.4Z2,Acute embolism and thrombosis of unspecified deep veins of left distal lower extremity,CC,Circulatory System
I82.4Z3,"Acute embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral",CC,Circulatory System
I82.4Z9,Acute embolism and thrombosis of unspecified deep veins of unspecified distal lower extremity,CC,Circulatory System
I82.501,Chronic embolism and thrombosis of unspecified deep veins of right lower extremity,CC,Circulatory System
I82.502,Chronic embolism and thrombosis of unspecified deep veins of left lower extremity,CC,Circulatory System
I82.503,"Chronic embolism and thrombosis of unspecified deep veins of lower extremity, bilateral",CC,Circulatory System
I82.509,Chronic embolism and thrombosis of unspecified deep veins of unspecified lower extremity,CC,Circulatory System
I82.511,Chronic embolism and thrombosis of right femoral vein,CC,Circulatory System
I82.512,Chronic embolism and thrombosis of left femoral vein,CC,Circulatory System
I82.513,"Chronic embolism and thrombosis of femoral vein, bilateral",CC,Circulatory System
I82.519,Chronic embolism and thrombosis of unspecified femoral vein,CC,Circulatory System
I82.521,Chronic embolism and thrombosis of right iliac vein,CC,Circulatory System
I82.522,Chronic embolism and thrombosis of left iliac vein,CC,Circulatory System
I82.523,"Chronic embolism and thrombosis of iliac vein, bilateral",CC,Circulatory System
I82.529,Chronic embolism and thrombosis of unspecified iliac vein,CC,Circulatory System
I82.531,Chronic embolism and thrombosis of right popliteal vein,CC,Circulatory System
I82.532,Chronic embolism and thrombosis of left popliteal vein,CC,Circulatory System
I82.533,"Chronic embolism and thrombosis of popliteal vein, bilateral",CC,Circulatory System
I82.539,Chronic embolism and thrombosis of unspecified popliteal vein,CC,Circulatory System
I82.541,Chronic embolism and thrombosis of right tibial vein,CC,Circulatory System
I82.542,Chronic embolism and thrombosis of left tibial vein,CC,Circulatory System
I82.543,"Chronic embolism and thrombosis of tibial vein, bilateral",CC,Circulatory System
I82.549,Chronic embolism and thrombosis of unspecified tibial vein,CC,Circulatory System
I82.551,Chronic embolism and thrombosis of right peroneal vein,CC,Circulatory System
I82.552,Chronic embolism and thrombosis of left peroneal vein,CC,Circulatory System
I82.553,"Chronic embolism and thrombosis of peroneal vein, bilateral",CC,Circulatory System
I82.559,Chronic embolism and thrombosis of unspecified peroneal vein,CC,Circulatory System
I82.591,Chronic embolism and thrombosis of other specified deep vein of right lower extremity,CC,Circulatory System
I82.592,Chronic embolism and thrombosis of other specified deep vein of left lower extremity,CC,Circulatory System
I82.593,"Chronic embolism and thrombosis of other specified deep vein of lower extremity, bilateral",CC,Circulatory System
I82.599,Chronic embolism and thrombosis of other specified deep vein of unspecified lower extremity,CC,Circulatory System
I82.5Y1,Chronic embolism and thrombosis of unspecified deep veins of right proximal lower extremity,CC,Circulatory System
I82.5Y2,Chronic embolism and thrombosis of unspecified deep veins of left proximal lower extremity,CC,Circulatory System
I82.5Y3,"Chronic embolism and thrombosis of unspecified deep veins of proximal lower extremity, bilateral",CC,Circulatory System
I82.5Y9,Chronic embolism and thrombosis of unspecified deep veins of unspecified proximal lower extremity,CC,Circulatory System
I82.5Z1,Chronic embolism and thrombosis of unspecified deep veins of right distal lower extremity,CC,Circulatory System
I82.5Z2,Chronic embolism and thrombosis of unspecified deep veins of left distal lower extremity,CC,Circulatory System
I82.5Z3,"Chronic embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral",CC,Circulatory System
I82.5Z9,Chronic embolism and thrombosis of unspecified deep veins of unspecified distal lower extremity,CC,Circulatory System
I82.601,Acute embolism and thrombosis of unspecified veins of right upper extremity,CC,Circulatory System
I82.602,Acute embolism and thrombosis of unspecified veins of left upper extremity,CC,Circulatory System
I82.603,"Acute embolism and thrombosis of unspecified veins of upper extremity, bilateral",CC,Circulatory System
I82.609,Acute embolism and thrombosis of unspecified veins of unspecified upper extremity,CC,Circulatory System
I82.611,Acute embolism and thrombosis of superficial veins of right upper extremity,CC,Circulatory System
I82.612,Acute embolism and thrombosis of superficial veins of left upper extremity,CC,Circulatory System
I82.613,"Acute embolism and thrombosis of superficial veins of upper extremity, bilateral",CC,Circulatory System
I82.619,Acute embolism and thrombosis of superficial veins of unspecified upper extremity,CC,Circulatory System
I82.621,Acute embolism and thrombosis of deep veins of right upper extremity,CC,Circulatory System
I82.622,Acute embolism and thrombosis of deep veins of left upper extremity,CC,Circulatory System
I82.623,"Acute embolism and thrombosis of deep veins of upper extremity, bilateral",CC,Circulatory System
I82.629,Acute embolism and thrombosis of deep veins of unspecified upper extremity,CC,Circulatory System
I82.701,Chronic embolism and thrombosis of unspecified veins of right upper extremity,CC,Circulatory System
I82.702,Chronic embolism and thrombosis of unspecified veins of left upper extremity,CC,Circulatory System
I82.703,"Chronic embolism and thrombosis of unspecified veins of upper extremity, bilateral",CC,Circulatory System
I82.709,Chronic embolism and thrombosis of unspecified veins of unspecified upper extremity,CC,Circulatory System
I82.711,Chronic embolism and thrombosis of superficial veins of right upper extremity,CC,Circulatory System
I82.712,Chronic embolism and thrombosis of superficial veins of left upper extremity,CC,Circulatory System
I82.713,"Chronic embolism and thrombosis of superficial veins of upper extremity, bilateral",CC,Circulatory System
I82.719,Chronic embolism and thrombosis of superficial veins of unspecified upper extremity,CC,Circulatory System
I82.721,Chronic embolism and thrombosis of deep veins of right upper extremity,CC,Circulatory System
I82.722,Chronic embolism and thrombosis of deep veins of left upper extremity,CC,Circulatory System
I82.723,"Chronic embolism and thrombosis of deep veins of upper extremity, bilateral",CC,Circulatory System
I82.729,Chronic embolism and thrombosis of deep veins of unspecified upper extremity,CC,Circulatory System
I82.811,Embolism and thrombosis of superficial veins of right lower extremity,CC,Circulatory System
I82.812,Embolism and thrombosis of superficial veins of left lower extremity,CC,Circulatory System
I82.813,"Embolism and thrombosis of superficial veins of lower extremities, bilateral",CC,Circulatory System
I82.819,Embolism and thrombosis of superficial veins of unspecified lower extremity,CC,Circulatory System
I82.890,Acute embolism and thrombosis of other specified veins,CC,Circulatory System
I82.891,Chronic embolism and thrombosis of other specified veins,CC,Circulatory System
I82.90,Acute embolism and thrombosis of unspecified vein,CC,Circulatory System
I82.91,Chronic embolism and thrombosis of unspecified vein,CC,Circulatory System
I82.A11,Acute embolism and thrombosis of right axillary vein,CC,Circulatory System
I82.A12,Acute embolism and thrombosis of left axillary vein,CC,Circulatory System
I82.A13,"Acute embolism and thrombosis of axillary vein, bilateral",CC,Circulatory System
I82.A19,Acute embolism and thrombosis of unspecified axillary vein,CC,Circulatory System
I82.A21,Chronic embolism and thrombosis of right axillary vein,CC,Circulatory System
I82.A22,Chronic embolism and thrombosis of left axillary vein,CC,Circulatory System
I82.A23,"Chronic embolism and thrombosis of axillary vein, bilateral",CC,Circulatory System
I82.A29,Chronic embolism and thrombosis of unspecified axillary vein,CC,Circulatory System
I82.B11,Acute embolism and thrombosis of right subclavian vein,CC,Circulatory System
I82.B12,Acute embolism and thrombosis of left subclavian vein,CC,Circulatory System
I82.B13,"Acute embolism and thrombosis of subclavian vein, bilateral",CC,Circulatory System
I82.B19,Acute embolism and thrombosis of unspecified subclavian vein,CC,Circulatory System
I82.B21,Chronic embolism and thrombosis of right subclavian vein,CC,Circulatory System
I82.B22,Chronic embolism and thrombosis of left subclavian vein,CC,Circulatory System
I82.B23,"Chronic embolism and thrombosis of subclavian vein, bilateral",CC,Circulatory System
I82.B29,Chronic embolism and thrombosis of unspecified subclavian vein,CC,Circulatory System
I82.C11,Acute embolism and thrombosis of right internal jugular vein,CC,Circulatory System
I82.C12,Acute embolism and thrombosis of left internal jugular vein,CC,Circulatory System
I82.C13,"Acute embolism and thrombosis of internal jugular vein, bilateral",CC,Circulatory System
I82.C19,Acute embolism and thrombosis of unspecified internal jugular vein,CC,Circulatory System
I82.C21,Chronic embolism and thrombosis of right internal jugular vein,CC,Circulatory System
I82.C22,Chronic embolism and thrombosis of left internal jugular vein,CC,Circulatory System
I82.C23,"Chronic embolism and thrombosis of internal jugular vein, bilateral",CC,Circulatory System
I82.C29,Chronic embolism and thrombosis of unspecified internal jugular vein,CC,Circulatory System
I83.201,Varicose veins of unspecified lower extremity with both ulcer of thigh and inflammation,CC,Circulatory System
I83.202,Varicose veins of unspecified lower extremity with both ulcer of calf and inflammation,CC,Circulatory System
I83.203,Varicose veins of unspecified lower extremity with both ulcer of ankle and inflammation,CC,Circulatory System
I83.204,Varicose veins of unspecified lower extremity with both ulcer of heel and midfoot and inflammation,CC,Circulatory System
I83.205,Varicose veins of unspecified lower extremity with both ulcer other part of foot and inflammation,CC,Circulatory System
I83.208,Varicose veins of unspecified lower extremity with both ulcer of other part of lower extremity and inflammation,CC,Circulatory System
I83.209,Varicose veins of unspecified lower extremity with both ulcer of unspecified site and inflammation,CC,Circulatory System
I83.211,Varicose veins of right lower extremity with both ulcer of thigh and inflammation,CC,Circulatory System
I83.212,Varicose veins of right lower extremity with both ulcer of calf and inflammation,CC,Circulatory System
I83.213,Varicose veins of right lower extremity with both ulcer of ankle and inflammation,CC,Circulatory System
I83.214,Varicose veins of right lower extremity with both ulcer of heel and midfoot and inflammation,CC,Circulatory System
I83.215,Varicose veins of right lower extremity with both ulcer other part of foot and inflammation,CC,Circulatory System
I83.218,Varicose veins of right lower extremity with both ulcer of other part of lower extremity and inflammation,CC,Circulatory System
I83.219,Varicose veins of right lower extremity with both ulcer of unspecified site and inflammation,CC,Circulatory System
I83.221,Varicose veins of left lower extremity with both ulcer of thigh and inflammation,CC,Circulatory System
I83.222,Varicose veins of left lower extremity with both ulcer of calf and inflammation,CC,Circulatory System
I83.223,Varicose veins of left lower extremity with both ulcer of ankle and inflammation,CC,Circulatory System
I83.224,Varicose veins of left lower extremity with both ulcer of heel and midfoot and inflammation,CC,Circulatory System
I83.225,Varicose veins of left lower extremity with both ulcer other part of foot and inflammation,CC,Circulatory System
I83.228,Varicose veins of left lower extremity with both ulcer of other part of lower extremity and inflammation,CC,Circulatory System
I83.229,Varicose veins of left lower extremity with both ulcer of unspecified site and inflammation,CC,Circulatory System
I85.00,Esophageal varices without bleeding,CC,Circulatory System
I85.10,Secondary esophageal varices without bleeding,CC,Circulatory System
I87.011,Postthrombotic syndrome with ulcer of right lower extremity,CC,Circulatory System
I87.012,Postthrombotic syndrome with ulcer of left lower extremity,CC,Circulatory System
I87.013,Postthrombotic syndrome with ulcer of bilateral lower extremity,CC,Circulatory System
I87.019,Postthrombotic syndrome with ulcer of unspecified lower extremity,CC,Circulatory System
I87.031,Postthrombotic syndrome with ulcer and inflammation of right lower extremity,CC,Circulatory System
I87.032,Postthrombotic syndrome with ulcer and inflammation of left lower extremity,CC,Circulatory System
I87.033,Postthrombotic syndrome with ulcer and inflammation of bilateral lower extremity,CC,Circulatory System
I87.039,Postthrombotic syndrome with ulcer and inflammation of unspecified lower extremity,CC,Circulatory System
I87.1,Compression of vein,CC,Circulatory System
I87.311,Chronic venous hypertension (idiopathic) with ulcer of right lower extremity,CC,Circulatory System
I87.312,Chronic venous hypertension (idiopathic) with ulcer of left lower extremity,CC,Circulatory System
I87.313,Chronic venous hypertension (idiopathic) with ulcer of bilateral lower extremity,CC,Circulatory System
I87.319,Chronic venous hypertension (idiopathic) with ulcer of unspecified lower extremity,CC,Circulatory System
I87.331,Chronic venous hypertension (idiopathic) with ulcer and inflammation of right lower extremity,CC,Circulatory System
I87.332,Chronic venous hypertension (idiopathic) with ulcer and inflammation of left lower extremity,CC,Circulatory System
I87.333,Chronic venous hypertension (idiopathic) with ulcer and inflammation of bilateral lower extremity,CC,Circulatory System
I87.339,Chronic venous hypertension (idiopathic) with ulcer and inflammation of unspecified lower extremity,CC,Circulatory System
I96,"Gangrene, not elsewhere classified",CC,Circulatory System
I97.110,Postprocedural cardiac insufficiency following cardiac surgery,CC,Circulatory System
I97.111,Postprocedural cardiac insufficiency following other surgery,CC,Circulatory System
I97.120,Postprocedural cardiac arrest following cardiac surgery,CC,Circulatory System
I97.121,Postprocedural cardiac arrest following other surgery,CC,Circulatory System
I97.130,Postprocedural heart failure following cardiac surgery,CC,Circulatory System
I97.131,Postprocedural heart failure following other surgery,CC,Circulatory System
I97.190,Other postprocedural cardiac functional disturbances following cardiac surgery,CC,Circulatory System
I97.191,Other postprocedural cardiac functional disturbances following other surgery,CC,Circulatory System
I97.410,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating a cardiac catheterization,CC,Circulatory System
I97.411,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating a cardiac bypass,CC,Circulatory System
I97.418,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating other circulatory system procedure,CC,Circulatory System
I97.42,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating other procedure,CC,Circulatory System
I97.51,Accidental puncture and laceration of a circulatory system organ or structure during a circulatory system procedure,CC,Circulatory System
I97.52,Accidental puncture and laceration of a circulatory system organ or structure during other procedure,CC,Circulatory System
I97.610,Postprocedural hemorrhage of a circulatory system organ or structure following a cardiac catheterization,CC,Circulatory System
I97.611,Postprocedural hemorrhage of a circulatory system organ or structure following cardiac bypass,CC,Circulatory System
I97.618,Postprocedural hemorrhage of a circulatory system organ or structure following other circulatory system procedure,CC,Circulatory System
I97.620,Postprocedural hemorrhage of a circulatory system organ or structure following other procedure,CC,Circulatory System
I97.621,Postprocedural hematoma of a circulatory system organ or structure following other procedure,CC,Circulatory System
I97.622,Postprocedural seroma of a circulatory system organ or structure following other procedure,CC,Circulatory System
I97.630,Postprocedural hematoma of a circulatory system organ or structure following a cardiac catheterization,CC,Circulatory System
I97.631,Postprocedural hematoma of a circulatory system organ or structure following cardiac bypass,CC,Circulatory System
I97.638,Postprocedural hematoma of a circulatory system organ or structure following other circulatory system procedure,CC,Circulatory System
I97.640,Postprocedural seroma of a circulatory system organ or structure following a cardiac catheterization,CC,Circulatory System
I97.641,Postprocedural seroma of a circulatory system organ or structure following cardiac bypass,CC,Circulatory System
I97.648,Postprocedural seroma of a circulatory system organ or structure following other circulatory system procedure,CC,Circulatory System
I97.710,Intraoperative cardiac arrest during cardiac surgery,CC,Circulatory System
I97.711,Intraoperative cardiac arrest during other surgery,CC,Circulatory System
I97.790,Other intraoperative cardiac functional disturbances during cardiac surgery,CC,Circulatory System
I97.791,Other intraoperative cardiac functional disturbances during other surgery,CC,Circulatory System
I97.810,Intraoperative cerebrovascular infarction during cardiac surgery,CC,Circulatory System
I97.811,Intraoperative cerebrovascular infarction during other surgery,CC,Circulatory System
I97.820,Postprocedural cerebrovascular infarction following cardiac surgery,CC,Circulatory System
I97.821,Postprocedural cerebrovascular infarction following other surgery,CC,Circulatory System
I97.88,"Other intraoperative complications of the circulatory system, not elsewhere classified",CC,Circulatory System
I97.89,"Other postprocedural complications and disorders of the circulatory system, not elsewhere classified",CC,Circulatory System
J05.10,Acute epiglottitis without obstruction,CC,Respiratory System
J18.2,"Hypostatic pneumonia, unspecified organism",CC,Respiratory System
J21.0,Acute bronchiolitis due to respiratory syncytial virus,CC,Respiratory System
J21.1,Acute bronchiolitis due to human metapneumovirus,CC,Respiratory System
J21.8,Acute bronchiolitis due to other specified organisms,CC,Respiratory System
J21.9,"Acute bronchiolitis, unspecified",CC,Respiratory System
J36,Peritonsillar abscess,CC,Respiratory System
J39.0,Retropharyngeal and parapharyngeal abscess,CC,Respiratory System
J39.1,Other abscess of pharynx,CC,Respiratory System
J44.0,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,CC,Respiratory System
J44.1,Chronic obstructive pulmonary disease with (acute) exacerbation,CC,Respiratory System
J45.21,Mild intermittent asthma with (acute) exacerbation,CC,Respiratory System
J45.22,Mild intermittent asthma with status asthmaticus,CC,Respiratory System
J45.31,Mild persistent asthma with (acute) exacerbation,CC,Respiratory System
J45.32,Mild persistent asthma with status asthmaticus,CC,Respiratory System
J45.41,Moderate persistent asthma with (acute) exacerbation,CC,Respiratory System
J45.42,Moderate persistent asthma with status asthmaticus,CC,Respiratory System
J45.51,Severe persistent asthma with (acute) exacerbation,CC,Respiratory System
J45.52,Severe persistent asthma with status asthmaticus,CC,Respiratory System
J45.901,Unspecified asthma with (acute) exacerbation,CC,Respiratory System
J45.902,Unspecified asthma with status asthmaticus,CC,Respiratory System
J47.0,Bronchiectasis with acute lower respiratory infection,CC,Respiratory System
J47.1,Bronchiectasis with (acute) exacerbation,CC,Respiratory System
J67.7,Air conditioner and humidifier lung,CC,Respiratory System
J67.8,Hypersensitivity pneumonitis due to other organic dusts,CC,Respiratory System
J67.9,Hypersensitivity pneumonitis due to unspecified organic dust,CC,Respiratory System
J68.0,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors",CC,Respiratory System
J70.0,Acute pulmonary manifestations due to radiation,CC,Respiratory System
J70.1,Chronic and other pulmonary manifestations due to radiation,CC,Respiratory System
